"key","message","comment","context"
"PickingStockMove.withWithout","Con&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Sin",,
"Pickup default stock location","Ubicación predeterminada para expedición",,
"Plan","Planificar",,
"Planned","Planificado",,
"Planned End Date","Fecha de fin planificada",,
"Planned Inventories","Inventarios planificados",,
"Planned Start Date","Fecha de inicio planificada",,
"Planned move","Mov. planificado",,
"Planned stock move","Mov. de stock planificado",,
"Planned stock move line list","Lista de líneas de mov. de stock",,
"Planned stock move lines","Líneas de mov. de stock",,
"Please add a quality control default stock location for company %s in the app stock configuration","Agregue una ubicación de control de calidad para la empresa %s en la configuración de la app de stock",,
"Please configure mass units for this product packing : %s","Configure una unidad de masa para este embalaje de producto: %s",,
"Please enter a valid split quantity","Ingrese una cantidad válida para la división",,
"Please fill all inventory lines","Complete todas las líneas de inventario",,
"Please fill estimated delivery date for product %s from %s","Complete una fecha de entrega estimada para el producto %s proveniente de %s",,
"Please fill in the delivery (to) address to get the delivery itinerary.","Complete el campo A la dirección para obtener el itinerario de entrega.",,
"Please fill in the source (from) location address to get the delivery itinerary.","Complete la dirección de la ubicación fuente para obtener el itinerario de entrega.",,
"Please fill printing settings on following stock moves: ${__repo__(StockMove).all().filter('self.id IN ?1 AND self.printingSettings IS NULL', id?:_ids).fetch()?.collect{it.stockMoveSeq}?.join(', ')}","Complete los parámetros de impresión en los siguientes movimientos de stock: ${__repo__(StockMove).all().filter('self.id IN ?1 AND self.printingSettings IS NULL', id?:_ids).fetch()?.collect{it.stockMoveSeq}?.join(', ')}",,
"Please fill printing settings on following stock moves: %s","Complete los parámetros de impresión en los siguientes movimientos de stock: %s",,
"Please fill the conformity for the product(s) : %s","Complete la conformidad para el/los producto(s): %s",,
"Please fill the tracking number for the product(s) : %s","Complete el número de serie para el/los siguiente(s) producto(s): %s",,
"Please fill unit for the stock location line in %s for the product %s.","Complete la unidad para la línea de ubicación de stock en %s para el producto %s.",,
"Please fill unit for the stock location line with tracking number %s in %s for the product %s.","Complete la unidad para la línea de ubicación de stock con el número de serie %s en %s para el producto %s.",,
"Please filled supplier shipment date and supplier shipment reference.","Complete la fecha de expedición del proveedor y la referencia de expedición del proveedor.",,
"Please indicate a new quantity.","Indique una nueva cantidad.",,
"Please select at least 2 stock moves","Seleccione al menos 2 movimientos de stock",,
"Please select at least one stock move.","Seleccione al menos un movimiento de stock.",,
"Please select lines to split","Seleccione las líneas a dividir",,
"Please select only one logistical form.","Seleccione solo una ficha logística.",,
"Please select the Stock Location(s) to print.","Seleccione una ubicación de stock a imprimir.",,
"Please select the StockMove(s) to print.","Seleccione un movimiento de stock a imprimir.",,
"Please select the stock move(s) to print","Seleccione los movimientos de stock a imprimir",,
"Please set an economic are in AppStock.","Ingrese una zona económica en AppStock.",,
"Prepare","Preparar",,
"Prepare products to move","Preparar los productos a desplazar",,
"Price","Precio",,
"Price history","Historial de precios",,
"Price used for WAP","Precio utilizado para el PMP",,
"Print","Imprimir",,
"Print Incoming Move","Imprimir recepción",,
"Print Internal Move","Imprimir transferencia interna",,
"Print Outgoing Move","Imprimir entrega",,
"Print Picking StockMove(s)","Imprimir orden(es) de preparación",,
"Print StockMove(s)","Imprimir",,
"Print certificate of conformity","Imprimir certificado de conformidad",,
"Print packing list","Imprimir lista de empaque",,
"Print picking order","Imprimir orden de preparación",,
"Printing Type","Tipo de impresión",,
"Printing settings","Parámetros de impresión",,
"Printing template","Plantilla de impresión",,
"Printings","Impresiones",,
"Product","Producto",,
"Product Code","Código de producto",,
"Product Name","Nombre de producto",,
"Product cannot be null.","El producto no puede estar vacío.",,
"Product category","Categoría de producto",,
"Product code","Código de producto",,
"Product deliveries in qty by country","Entregas de productos en cantidad por país",,
"Product deliveries in qty by country by accounting family","Entregas de productos en cantidad por país por familia contable",,
"Product model","Modelo de producto",,
"Product name","Nombre del producto",,
"Product quantity in other stock locations","Cantidad del producto en otras ubicaciones",,
"Product to pick","Productos a tomar",,
"Product tracking number","N° de serie del producto",,
"Product type","Tipo de producto",,
"Product's stocks %s (%s) are not in sufficient quantity to realize the delivery","Las existencias del producto %s (%s) no son suficientes para realizar la entrega",,
"Product's stocks %s (%s) exceeds maximum stock rules.","Las existencias del producto %s (%s) superan las reglas de stock máximo.",,
"Product's stocks %s (%s), tracking number %s are not in sufficient quantity to realize the delivery","Las existencias del producto %s (%s) con número de serie %s no son suficientes para realizar la entrega",,
"Production Qty by tracking","Cantidad por lote a la producción",,
"Production Stock Move in Planned","Mov. de entrada en producción planificado",,
"Production Stock Move out Planned","Mov. de salida de producción planificado",,
"Production stock move in realized","Mov. de entrada en producción realizado",,
"Production stock move out realized","Mov. de salida de producción realizado",,
"Production tracking management","Trazabilidad a la producción",,
"Products","Productos",,
"Products to move","Productos a desplazar",,
"Products whose future quantity is less than the minimum quantity allowed","Productos cuya cantidad futura es inferior a la cantidad mínima permitida",,
"Products.items","Artículos",,
"Profile","Perfil",,
"Provision","Puesta a disposición",,
"Purchase Qty by tracking","Cantidad por lote en compras",,
"Purchase order","Orden de compra",,
"Purchase price","Precio de compra",,
"Purchase price in company currency, used for declaration of exchange.","Precio de compra en la divisa de la empresa, utilizado para la declaración de intercambios.",,
"Purchase tracking management","Trazabilidad de compras",,
"Purchase value","Valor de compra",,
"Qty","Cant.",,
"Qty to pick","Cantidad a tomar",,
"Quality","Calidad",,
"Quality control default stock location","Ubicación de control de calidad",,
"Quality rating","Nivel de calidad",,
"Quantities","Cantidades",,
"Quantity","Cantidad",,
"Quantity in database","Cantidad en base de datos",,
"Rack","Estante",,
"Racks range","Rango de estantes",,
"Real Qty","Cantidad real",,
"Real Quantity","Cantidad real",,
"Real qty","Cantidad real",,
"Real qty updated;","Cantidad real actualizada.",,
"Real quantity must not be equal to 0 and should be less than expected quantity.","La cantidad real no debe ser 0 y debe ser menor que la cantidad prevista.",,
"Real quantity problem","Problema con la cantidad real",,
"Real valuation","Valorización real",,
"Real/Current Quantity","Cantidad real/actual",,
"Realize","Realizar",,
"Realize picking","Tomar",,
"Realize stock moves upon parcel/pallet collection","Realizar las entregas cuando se retiran los bultos/paletas",,
"Realize storing","Depositar",,
"Realized","Realizado",,
"Realized stock move lines","Líneas de mov. de stock realizadas",,
"Reason","Motivo",,
"Reason updated;","Motivo actualizado.",,
"Receipt default stock location","Ubicación predeterminada para recepción",,
"Receipt stock move","Recepción de proveedor",,
"Recompute stock location lines","Recalcular cantidades de líneas de ubicación de stock",,
"Ref.","Ref.",,
"Refill Qty","Cantidad mín. de reabastecimiento",,
"Refill type","Modo de reabastecimiento",,
"Refresh the products net mass","Actualizar los pesos netos",,
"Regime","Régimen",,
"Related tracking numbers","Números de serie asociados",,
"Rental loan leasing more than 24 months","Alquiler, préstamo, leasing por más de 24 meses",,
"Replacement of non returned goods","Reemplazo de bienes no devueltos",,
"Replacement of returned goods","Reemplazo de bienes devueltos",,
"Reportings","Informes",,
"Reports","Informes",,
"Request completed","Solicitud completada.",,
"Request reservation","Solicitar reserva",,
"Require to fill conformity for products ticked 'Control on Receipt'","Exigir conformidad para productos con 'Control en la recepción'",,
"Require to fill the shipment information","N° de entrega del proveedor obligatorio en recepción",,
"Reservation requested","Reserva solicitada",,
"Reserved qty","Cantidad reservada",,
"Return Surplus","Devolver excedentes",,
"Return of goods","Devolución de bienes",,
"Return surplus","Generar devoluciones",,
"Reversions","Devoluciones",,
"Sale Qty by tracking","Cantidad por lote en ventas",,
"Sale price","Precio de venta",,
"Sale tracking management","Trazabilidad de ventas",,
"Sale value","Valor de venta",,
"Same company","Misma empresa",,
"Same from stock location and to stock location","Misma ubicación de stock fuente y/o destino",,
"Same manuf order","Misma orden de fabricación",,
"Same partner","Mismo tercero",,
"Same trading name","Misma razón comercial",,
"Search","Búsqueda",,
"See stock details","Ver detalle de stocks",,
"See stock move lines","Ver líneas de movimientos",,
"Select format to Export","Seleccionar formato de exportación",,
"Select products from location","Agregar productos de la ubicación",,
"Select tracking numbers","Seleccionar números de serie",,
"Selected move lines to add","Seleccionar líneas de movimiento",,
"Selected quantity","Cantidad seleccionada",,
"Seller","Vendedor",,
"Send email on stock move realization","Enviar correo al realizar el movimiento de stock",,
"Send email on supplier arrival cancellation","Enviar correo al cancelar una recepción de proveedor",,
"Send email when planning stock move","Enviar correo al planificar el movimiento de stock",,
"Send email when saving logistical form","Enviar correo al guardar una ficha logística",,
"Send notification","Enviar notificación",,
"Separate the shipment operations","Separar las operaciones de envío",,
"Seq.","Sec.",,
"Sequence","Secuencia",,
"Serial Nbr","N° de serie",,
"Ship/Receive all products","Enviar/Recibir todos los productos",,
"Shipment Mode","Modo de envío",,
"Shipment mode","Modo de envío",,
"Shipped date","Fecha de expedición",,
"Shipped qty","Cantidad expedida",,
"Shipping default stock location","Ubicación predeterminada para expedición",,
"Show ADR details","Mostrar información ADR",,
"Show Generated Stock Move","Mostrar movimientos de stock generados",,
"Show detailed stock","Mostrar stock detallado",,
"Show or hide the products in the logistical form impression","Mostrar u ocultar los productos en la impresión de la ficha logística",,
"Show stock move lines","Ver líneas de movimientos de stock",,
"Show stock move(s)","Ver movimiento(s) de stock",,
"Signatory user","Firmante",,
"Site","Sitio",,
"Source and destination locations are empty","Las ubicaciones fuente y destino están vacías",,
"Source location","Ubic. fuente",,
"Special operations","Operaciones especiales",,
"Special split","División especial",,
"Specify the barcode type by stock location","Especificar el tipo de código de barras por ubicación de stock",,
"Specify the barcode type by tracking number configuration","Especificar el tipo de código de barras por configuración de N° de serie",,
"Split","Dividir",,
"Split by tracking numbers","Dividir por números de serie",,
"Split by unit","Dividir por unidad",,
"Split in Qty of","Dividir en cantidad de",,
"Split into 2","Dividir en 2",,
"Split into fulfilled line and unfulfilled one","Dividir en línea completada y línea no completada",,
"Split quantity cannot be higher than real quantity.","La cantidad de división no puede ser superior a la cantidad real.",,
"Split quantity cannot be negative.","La cantidad de división no puede ser negativa.",,
"Start","Iniciar",,
"State","Estado",,
"Status","Estado",,
"Status must be planned or draft","El estado debe ser planificado o en borrador",,
"Status updated;","Estado actualizado.",,
"Step","Paso",,
"Stock","Stock",,
"Stock Batch","Proceso masivo de stock",,
"Stock Correction","Corrección de stock",,
"Stock Correction Reason","Motivo de corrección de stock",,
"Stock Correction Reasons","Motivos de corrección de stock",,
"Stock Corrections","Correcciones de stock",,
"Stock History","Historial de stocks",,
"Stock Location","Ubicación de stock",,
"Stock Location Tree","Árbol de ubicaciones de stock",,
"Stock Location content","Contenido de ubicación",,
"Stock Locations","Ubicaciones de stock",,
"Stock Locations content","Contenidos de ubicaciones",,
"Stock Move","Movimiento de stock",,
"Stock Move Lines","Líneas de movimiento de stock",,
"Stock Move Origin","Origen del movimiento de stock",,
"Stock Moves","Movimientos de stock",,
"Stock Moves consumption historical","Historial de mov. de consumo",,
"Stock Moves consumption planned","Mov. de consumo planificados",,
"Stock Moves historical","Historial de mov. de stock",,
"Stock Moves planned","Mov. de stock previsionales",,
"Stock Rules","Reglas de stock",,
"Stock batch","Proceso masivo de stock",,
"Stock batches","Procesos masivos de stock",,
"Stock config","Config. de stock",,
"Stock config (${ name })","Config. de stock (${ name })",,
"Stock configuration","Configuración de stock",,
"Stock configurations","Configuraciones de stock",,
"Stock control","Control de stock",,
"Stock correction","Corrección de stock",,
"Stock history","Historial de stocks",,
"Stock history line","Línea de historial de stocks",,
"Stock history lines","Líneas de historial de stocks",,
"Stock location","Ubicación de stock",,
"Stock location barcode type","Tipo de código de barras para la ubicación de stock",,
"Stock location content","Contenido de la ubicación",,
"Stock location details","Detalle de stocks",,
"Stock location filters","Filtros de ubicaciones de stock",,
"Stock location is missing for these lines : %s","Falta la ubicación de stock para estas líneas: %s",,
"Stock location line","Línea de ubicación de stock",,
"Stock location line history","Historial de línea de ubicación de stock",,
"Stock location lines","Líneas de ubicación de stock",,
"Stock location lines by product","Líneas de ubicación de stock por producto",,
"Stock location template","Plantilla de ubicación de stock",,
"Stock location tree","Árbol de ubicaciones",,
"Stock location value","Valorización del stock",,
"Stock location value on form view","Método de valorización de stocks",,
"Stock location(s)","Ubicación(es)",,
"Stock locations","Ubicaciones",,
"Stock managed","Gestionado en stock",,
"Stock management","Stocks",,
"Stock move","Movimiento de stock",,
"Stock move content","Contenido del movimiento",,
"Stock move information","Información sobre movimientos internos de stock",,
"Stock move line","Línea de mov. de stock",,
"Stock move line filters","Filtros de líneas de mov. de stock",,
"Stock move line quantity availability.","Disponibilidad de cantidad en línea de movimiento de stock.",,
"Stock move lines","Líneas de mov. de stock",,
"Stock move lines to package","Líneas de movimiento de stock a empacar",,
"Stock move lines to select","Líneas de movimientos a considerar",,
"Stock move printing settings","Parámetros de impresión de movimientos de stock",,
"Stock move with id %s successfully realized.","El movimiento de stock con id %s se realizó correctamente.",,
"Stock move(s) must belong to the same client as the logistical form.","Los movimientos de stock deben pertenecer al mismo cliente que la ficha logística.",,
"Stock move(s) status must be planned.","Los movimientos de stock deben estar planificados.",,
"Stock moves","Movimientos de stock",,
"Stock per day","Stock por día",,
"Stock reservation feature cannot be active when we are managing stock locations on stock move line.","La reserva de stock no puede estar activada si se gestiona las ubicaciones de stock en las líneas de movimiento.",,
"Stock rule","Regla de stock",,
"Stock rule information","Información de reglas de stock",,
"Stock rules","Reglas de stock",,
"Stock rules created","Regla de stock creada",,
"Stock's movement's type undefined","Tipo de movimiento de stock no definido",,
"StockLocation.accountingValue","Valor contable",,
"StockLocation.code","Código",,
"StockLocation.date","Fecha",,
"StockLocation.detailsByStockLocation","Detalle por ubicación",,
"StockLocation.location","Ubicación",,
"StockLocation.locationAndSubLocationsTotalContent","Contenido de la ubicación y sus sub-ubicaciones",,
"StockLocation.locationFinancialData","Datos financieros de las ubicaciones",,
"StockLocation.locationTotalContent","Contenido de la ubicación",,
"StockLocation.locations","Ubicaciones",,
"StockLocation.productName","Nombre de producto",,
"StockLocation.purchaseValue","Valor de compra",,
"StockLocation.qtyUnit","Cant.",,
"StockLocation.saleValue","Valor de venta",,
"StockLocation.stockLocationContent","Contenido de la ubicación",,
"StockLocation.total","Total",,
"StockLocation.totalAccountingValue","Valor contable total",,
"StockLocation.totalPurchaseValue","Valor total de compra",,
"StockLocation.totalSaleValue","Valor total de venta",,
"StockLocation.totalWapValue","Valor total al PMP",,
"StockLocation.unitValue","Valor unitario",,
"StockLocation.wapValue","Valor PMP",,
"StockMove.barcode","Código de barras",,
"StockMove.comments","Comentario",,
"StockMove.customer","Cliente",,
"StockMove.customerPartnerSeq","N° de cliente",,
"StockMove.date","Fecha",,
"StockMove.deliveryAddress","Dirección de entrega",,
"StockMove.deliveryDetails","Detalle de la entrega",,
"StockMove.deliveryOrder","Orden de entrega",,
"StockMove.description","Descripción",,
"StockMove.grossMass","Masa bruta",,
"StockMove.internalMove","Mov. interno",,
"StockMove.isAdr","ADR",,
"StockMove.isAdrInfo","Producto no peligroso según la normativa de transporte",,
"StockMove.ispm","Norma NIMF 15 requerida",,
"StockMove.limitedQty","Cantidad limitada",,
"StockMove.lotNoRef","Lote N°/Ref.",,
"StockMove.mass","Masa",,
"StockMove.movePreparedBy","Mov. preparado por",,
"StockMove.netMass","Masa neta",,
"StockMove.numOfPackages","Número de bultos",,
"StockMove.numOfPalettes","Número de paletas",,
"StockMove.orderDate","Fecha de pedido",,
"StockMove.pickingOrder","Orden de preparación",,
"StockMove.product","Producto",,
"StockMove.productionNote","Comentario de producción",,
"StockMove.purchaseOrder","Pedido",,
"StockMove.qtyUnit","Cant. / Unidad",,
"StockMove.rackNbr","Estante",,
"StockMove.receivedBy","Pedido recibido por",,
"StockMove.receptionOrder","Orden de recepción",,
"StockMove.reference","Referencia",,
"StockMove.stockPreparedBy","Pedido preparado por",,
"StockMove.supplierPartnerSeq","N° de proveedor",,
"StockMove.unitPrice","Precio unitario",,
"StockMove.variant","Variante",,
"StockMove.weight","Peso",,
"Stocks","Stocks",,
"Store","Depositar",,
"Store all / the rest","Depositar todo / el resto",,
"Store products","Almacenar productos",,
"Stored","Depositado",,
"Stored product list","Productos depositados",,
"Stored products","Productos depositados",,
"Stored qty","Cantidad depositada",,
"Stored qty / Qty to store","Cantidad depositada / a depositar",,
"Successfully updated","Actualizado correctamente.",,
"Supplementary unit","Unidad suplementaria",,
"Supplier","Proveedor",,
"Supplier Shipment Date","Fecha de expedición del proveedor",,
"Supplier Shipment Ref","Referencia de expedición del proveedor",,
"Supplier arrival product qty","Cantidad de productos recibidos del proveedor",,
"Supplier arrivals","Recepciones de proveedor",,
"Supplier arrivals filters","Filtros de recepciones de proveedor",,
"Supplier quality rating","Nivel de calidad del proveedor",,
"Supplier returns","Devoluciones a proveedores",,
"Supplier virtual stock location","Ubicación virtual de proveedor",,
"Team to alert","Equipo a alertar",,
"Text in certificate of conformity","Texto en el certificado de conformidad",,
"The chosen partner is not a carrier.","El tercero elegido no es un transportista.",,
"The move doesn't contain any product, do you wish to continue ?","El movimiento de stock no contiene ningún producto. ¿Desea continuar?",,
"The partner to deliver to is not a customer or is not part of the company.","El cliente entregado no es de tipo cliente o no forma parte de la empresa.",,
"The partner to deliver to is required.","El cliente entregado es obligatorio.",,
"The partner's language is different from the current language. Description and product name are in :","El idioma del tercero es diferente al idioma actual. La descripción y el nombre del producto están en:",,
"The product %s have already been stored","El producto %s ya ha sido almacenado",,
"The product %s is missing a stock location (source or dest). Please make sure that the cart stock location and stock location in the product is filled.","Falta la ubicación de stock para el producto %s. Asegúrese de que la ubicación de transición y la ubicación de stock del producto estén completas.",,
"The product is not available in the stock location source indicated (%s)","El producto no está disponible en la ubicación fuente indicada (%s)",,
"The quantity by lot must be greater than 0","La cantidad por lote debe ser mayor que 0.",,
"The stock location must not be virtual and part of the company.","La ubicación de stock no debe ser virtual y debe pertenecer a la empresa.",,
"The template to send message on realization is missing.","Falta la plantilla para enviar mensaje al realizar.",,
"The template to send message on save is missing.","Falta la plantilla para enviar correo al guardar.",,
"The total net mass is higher than the total gross mass.","La masa neta total es superior a la masa bruta total.",,
"The tracking number configuration quantity is equal to zero, it must be at least one.","La cantidad de la configuración del número de serie es igual a cero; debe ser al menos uno.",,
"The type of cancel reason doesn't match with stock move","El tipo de motivo de cancelación no coincide con el movimiento de stock.",,
"The unit is missing on a stock location line","Falta la unidad en una línea de ubicación de stock.",,
"There is currently no such file in the specified folder or the folder may not exists.","Actualmente no hay ningún archivo en la carpeta especificada o la carpeta puede no existir.",,
"There is more than one line for same product with same tracking number.","Hay más de una línea de inventario para el mismo producto y el mismo número de serie.",,
"There's already an existing storage, you must deactivate it first","Ya existe un almacén predeterminado; debe desactivarlo primero.",,
"There's no configured sequence for inventory for company","No hay secuencia configurada para los inventarios de la empresa",,
"There's no configured sequence for mass stock move for the company %s","No hay secuencia configurada para los desplazamientos masivos de stock para la empresa %s",,
"There's no configured sequence for stock's delivery for the company %s","No hay secuencia configurada para las entregas de stock para la empresa %s",,
"There's no configured sequence for stock's intern moves for the company %s","No hay secuencia configurada para los movimientos internos de stock para la empresa %s",,
"There's no configured sequence for stock's receptions for the company %s","No hay secuencia configurada para las recepciones de stock para la empresa %s",,
"There's no configured sequence for tracking number for the product %s:%s","No hay secuencia configurada para los números de serie para el producto %s:%s",,
"There's no destination stock location selected for the stock's movement %s","No se ha seleccionado ninguna ubicación de destino para el movimiento de stock %s",,
"There's no product in stock location.","No hay ningún producto en la ubicación de stock.",,
"There's no source stock location selected for the stock's movement %s","No se ha seleccionado ninguna ubicación fuente para el movimiento de stock %s",,
"This batch will recompute stock location quantities and reset all WAP history lines, are you sure you want to continue ?","Este proceso recalculará las cantidades de las ubicaciones de stock y eliminará todas las líneas históricas del PMP. ¿Desea continuar?",,
"This checkbox enables the incoterms feature, which can be configured in the corresponding menu entry under the configuration menu of the stock module.","Esta casilla activa la funcionalidad de incoterms, que se configuran en la entrada de menú correspondiente bajo el menú de configuración del módulo de stock.",,
"This configuration allows indicating the company customer account number with the various carriers it uses. This number will be automatically filled in on logistical forms based on the selected carrier.","Esta configuración permite indicar el número de cuenta de cliente de la empresa con los diferentes transportistas. Este número se completará automáticamente en las fichas logísticas según el transportista seleccionado.",,
"This configuration allows you to define a tolerance threshold for WAP calculation. If the WAP change exceeds the defined percentage, the user will be alerted.","Esta configuración permite definir un umbral de tolerancia al calcular el PMP. Si el cambio del PMP supera el porcentaje definido, el usuario será alertado.",,
"This configuration controls whether the product description from the product record is displayed on stock move lines in a description field.","Esta configuración controla si la descripción del producto de la ficha de producto se muestra en las líneas de movimiento de stock en un campo de descripción.",,
"This configuration defines the default customer location for the company. Customer delivery stock moves will have this destination location by default (or source location for customer returns).","Esta configuración define la ubicación de cliente predeterminada de la empresa. Los movimientos de stock de tipo entrega al cliente tendrán esta ubicación de destino por defecto (o ubicación fuente para devoluciones de cliente).",,
"This configuration defines the default destination location for supplier receipt stock moves, i.e. the location where supplier receipts will be received.","Esta configuración define la ubicación de destino predeterminada de los movimientos de stock de recepción de proveedor, es decir, la ubicación donde se recibirán las recepciones de proveedor.",,
"This configuration defines the default inventory virtual location for the company.","Esta configuración define la ubicación virtual de inventario predeterminada de la empresa.",,
"This configuration defines the default method for inventory valuation (among WAP, stock location WAP value, accounting value, purchase value and sale value).","Esta configuración define el método predeterminado de valorización de inventarios (entre PMP, valor PMP de la ubicación, valor contable, valor de compra y valor de venta).",,
"This configuration defines the default method for stock valuation (among WAP, stock location WAP value, accounting value, purchase value and sale value).","Esta configuración define el método predeterminado de valorización de stocks (entre PMP, valor PMP de la ubicación, valor contable, valor de compra y valor de venta).",,
"This configuration defines the default outsourcing virtual location for the company. This location will be used for production outsourcing.","Esta configuración define la ubicación virtual de subcontratación predeterminada de la empresa. Esta ubicación se usará en la subcontratación de producción.",,
"This configuration defines the default quality control location for the company.","Esta configuración define la ubicación de control de calidad predeterminada de la empresa.",,
"This configuration defines the default shipping location for customer deliveries. Customer deliveries will be shipped from this source location.","Esta configuración define la ubicación de expedición predeterminada para entregas al cliente. Las entregas al cliente se realizarán desde esta ubicación fuente.",,
"This configuration defines the default signatory for certificates of conformity, whose name will appear on printings, along with the associated electronic signature if configured on the user record.","Esta configuración define el firmante predeterminado de los certificados de conformidad, cuyo nombre aparecerá en las impresiones, junto con la firma electrónica asociada si está configurada en el usuario.",,
"This configuration defines the default supplier location for the company. Supplier receipt stock moves will have this source location by default.","Esta configuración define la ubicación de proveedor predeterminada de la empresa. Los movimientos de stock de recepción de proveedor tendrán esta ubicación fuente por defecto.",,
"This configuration defines the email template sent to the customer when a stock move changes from Draft to Planned status.","Esta configuración define la plantilla de correo enviada al cliente cuando un movimiento de stock pasa de Borrador a Planificado.",,
"This configuration defines the email template sent to the customer when a stock move changes from Planned to Realized status.","Esta configuración define la plantilla de correo enviada al cliente cuando un movimiento de stock pasa de Planificado a Realizado.",,
"This configuration defines the email template sent to the supplier when a supplier receipt is cancelled.","Esta configuración define la plantilla de correo enviada al proveedor cuando se cancela una recepción de proveedor.",,
"This configuration defines the message template sent when a defined stock rule triggers an email alert indicating that the product quantity in stock is insufficient.","Esta configuración define la plantilla de mensaje enviada cuando una regla de stock definida activa una alerta por correo indicando que la cantidad del producto en stock es insuficiente.",,
"This configuration defines the message template used when saving a logistical form.","Esta configuración define la plantilla de mensaje utilizada al guardar una ficha logística.",,
"This configuration defines the text that will appear on certificate of conformity printings for this company.","Esta configuración define el texto que aparecerá en las impresiones del certificado de conformidad para esta empresa.",,
"This configuration defines the title that will appear on certificate of conformity printings for this company.","Esta configuración define el título que aparecerá en las impresiones del certificado de conformidad para esta empresa.",,
"This configuration defines the unit of mass used for customs controls. This is not a default value that can be overridden, it is a common value for all moves that can only be modified via this field.","Esta configuración define la unidad de masa utilizada en los controles aduaneros. No es un valor predeterminado que pueda anularse; es un valor común a todos los movimientos que solo puede modificarse mediante este campo.",,
"This configuration defines whether an email will be sent to the customer when a customer delivery stock move changes from Draft to Planned status. On the Configuration tab of a delivery note for this company, the Send email when planning stock move checkbox will be automatically checked, with the associated email template.","Esta configuración define si se enviará un correo al cliente cuando un movimiento de stock de tipo entrega al cliente pasa de Borrador a Planificado. En la pestaña Configuración de una entrega de esta empresa, la casilla Enviar correo al planificar el movimiento de stock se marcará automáticamente con la plantilla de correo asociada.",,
"This configuration defines whether an email will be sent to the customer when a customer delivery stock move changes from Planned to Realized status. On the Configuration tab of a delivery note for this company, the Send email on stock move realization checkbox will be automatically checked, with the associated email template.","Esta configuración define si se enviará un correo al cliente cuando un movimiento de stock de tipo entrega al cliente pasa de Planificado a Realizado. En la pestaña Configuración de una entrega de esta empresa, la casilla Enviar correo al realizar el movimiento de stock se marcará automáticamente con la plantilla de correo asociada.",,
"This configuration defines whether an email will be sent to the supplier when a supplier receipt stock move is cancelled.","Esta configuración define si se enviará un correo al proveedor cuando se cancele una recepción de proveedor.",,
"This configuration defines whether an email will be sent when saving a logistical form.","Esta configuración define si se enviará un correo al guardar una ficha logística.",,
"This configuration defines whether barcodes are displayed on picking order printings.","Esta configuración define si los códigos de barras se muestran en las impresiones de órdenes de preparación.",,
"This configuration defines whether line details are displayed on stock move printings.","Esta configuración define si el detalle de líneas se muestra en las impresiones de movimientos de stock.",,
"This configuration defines whether prices are displayed on delivery note printings.","Esta configuración define si los precios se muestran en las impresiones de entregas.",,
"This configuration defines whether the WAP value is displayed on location financial data printings.","Esta configuración define si la valorización al PMP se muestra en las impresiones de datos financieros de ubicaciones.",,
"This configuration defines whether the accounting value is displayed on location financial data printings.","Esta configuración define si la valorización contable se muestra en las impresiones de datos financieros de ubicaciones.",,
"This configuration defines whether the customer code is displayed on picking order printings.","Esta configuración define si el código de cliente se muestra en las impresiones de órdenes de preparación.",,
"This configuration defines whether the customer order number and order date are displayed on delivery note printings.","Esta configuración define si el número de pedido del cliente y la fecha de pedido se muestran en las impresiones de entregas.",,
"This configuration defines whether the customer reference is displayed on certificate of conformity printings.","Esta configuración define si la referencia del cliente se muestra en las impresiones del certificado de conformidad.",,
"This configuration defines whether the partner reference is displayed on stock move printings.","Esta configuración define si la referencia del tercero se muestra en las impresiones de movimientos de stock.",,
"This configuration defines whether the product code is displayed on stock move printings.","Esta configuración define si el código de producto se muestra en las impresiones de movimientos de stock.",,
"This configuration defines whether the purchase value is displayed on location financial data printings.","Esta configuración define si la valorización de compra se muestra en las impresiones de datos financieros de ubicaciones.",,
"This configuration defines whether the sale value is displayed on location financial data printings.","Esta configuración define si la valorización de venta se muestra en las impresiones de datos financieros de ubicaciones.",,
"This configuration defines whether tracking numbers are displayed on certificate of conformity printings.","Esta configuración define si los números de serie se muestran en las impresiones del certificado de conformidad.",,
"This configuration defines whether tracking numbers are displayed on picking order printings.","Esta configuración define si los números de serie se muestran en las impresiones de órdenes de preparación.",,
"This configuration defines whether, when a logistical form moves to Collected status, the related delivery note(s) automatically move to Realized status.","Esta configuración define si, cuando una ficha logística pasa al estado Retirado, la(s) entrega(s) vinculada(s) pasan automáticamente al estado Realizado.",,
"This feature enables site management for stock, a site representing a physical location whether it is an administrative building, a customer building, a warehouse, etc. The site can be linked to a stock location.","Esta función activa la gestión de sitios para los stocks; un sitio representa una ubicación física, ya sea un edificio administrativo, un edificio de cliente, un almacén, etc. El sitio puede vincularse a una ubicación de stock.",,
"This field can have one of the following values (Purchase, Manufacturing, Inventory, Sale, Manual). The value is fixed when the tracking number is created.","Este campo puede tener uno de los siguientes valores: Compra, Venta, Manual, Producción o Inventario. Este valor se determina al crear el número de serie.",,
"This field is only useful for customs duties related to a stock move. It defines in which economic area the company is located.","Este campo solo es útil para los aranceles aduaneros relacionados con un movimiento de stock. Define en qué zona económica se encuentra la empresa.",,
"This stock move is linked to orders with different currencies.","Este movimiento de stock está vinculado a pedidos con diferentes divisas.",,
"This stock move will have a huge impact (more than","Este movimiento tendrá un gran impacto (más de",,
